transaction_id,cust_id,tran_date,sub_category,category,Qty,Rate,Tax,total_amt,Store_type
67555576177,269458,7/12/2013,Mens,Footwear,2,579,121.59,1279.59,MBR
42231401812,267293,6/12/2013,Mens,Footwear,5,1488,781.2,8221.2,TeleShop
20802079233,274166,6/12/2013,Mens,Footwear,-4,-971,407.82,-4291.82,TeleShop
96553777624,267891,5/12/2013,Mens,Footwear,5,406,213.15,2243.15,e-Shop
29123932586,270872,4/12/2013,Mens,Footwear,2,340,71.4,751.4,e-Shop
54726871306,269501,4/12/2013,Mens,Footwear,4,1332,559.44,5887.44,e-Shop
70181202743,274338,4/12/2013,Mens,Footwear,4,984,413.28,4349.28,TeleShop
78812304573,273202,4/12/2013,Mens,Footwear,1,203,21.315,224.315,Flagship store
88013492921,269264,2/12/2013,Mens,Footwear,2,312,65.52,689.52,TeleShop
20802079233,274166,1/12/2013,Mens,Footwear,4,971,407.82,4291.82,TeleShop
89077133390,274225,1/12/2013,Mens,Footwear,5,162,85.05,895.05,TeleShop
57988529791,275025,12/11/2013,Mens,Footwear,1,1361,142.9,1503.905,TeleShop
24085733490,273958,12/11/2013,Mens,Footwear,5,274,143.85,1513.85,TeleShop
60510890089,267653,10/11/2013,Mens,Footwear,3,646,203.49,2141.49,TeleShop
12164588630,270262,10/11/2013,Mens,Footwear,2,1059,222.39,2340.39,Flagship store
69339832201,272622,10/11/2013,Mens,Footwear,2,702,147.42,1551.42,e-Shop
4216279222,271636,9/11/2013,Mens,Footwear,1,711,74.655,785.655,TeleShop
18538242224,267463,9/11/2013,Mens,Footwear,4,203,85.26,897.26,TeleShop
52924481274,274646,8/11/2013,Mens,Footwear,3,1324,417.06,4389.06,Flagship store
40296563347,274702,8/11/2013,Mens,Footwear,4,1403,589.26,6201.26,Flagship store
39378563566,271985,8/11/2013,Mens,Footwear,5,764,401.1,4221.1,MBR
10102529534,268097,7/11/2013,Mens,Footwear,5,1113,584.32,6149.325,Flagship store
10218693483,270433,7/11/2013,Mens,Footwear,2,1062,223.02,2347.02,Flagship store
21257949475,270995,7/11/2013,Mens,Footwear,1,942,98.91,1040.91,e-Shop
96568445448,273119,7/11/2013,Mens,Footwear,3,1397,440.05,4631.055,TeleShop
24700869618,268457,6/11/2013,Mens,Footwear,4,807,338.94,3566.94,e-Shop
64646544031,267395,6/11/2013,Mens,Footwear,3,330,103.95,1093.95,Flagship store
58417621020,268568,5/11/2013,Mens,Footwear,2,336,70.56,742.56,e-Shop
30605979795,272878,5/11/2013,Mens,Footwear,2,1398,293.58,3089.58,MBR
84896805073,268501,5/11/2013,Mens,Footwear,-3,-1492,469.98,-4945.98,TeleShop
42721486493,274589,4/11/2013,Mens,Footwear,5,227,119.17,1254.175,e-Shop
93654047723,274773,4/11/2013,Mens,Footwear,2,730,153.3,1613.3,e-Shop
94202894247,272354,4/11/2013,Mens,Footwear,1,166,17.43,183.43,TeleShop
17705973048,267508,3/11/2013,Mens,Footwear,3,1337,421.15,4432.155,e-Shop
84896805073,268501,3/11/2013,Mens,Footwear,-3,-1492,469.98,-4945.98,TeleShop
62473269807,267806,2/11/2013,Mens,Footwear,4,731,307.02,3231.02,TeleShop
58721964316,273976,2/11/2013,Mens,Footwear,1,1388,145.74,1533.74,Flagship store
23487957167,272343,1/11/2013,Mens,Footwear,1,396,41.58,437.58,e-Shop
55148052870,268502,1/11/2013,Mens,Footwear,4,556,233.52,2457.52,e-Shop
70501521760,267349,12/10/2013,Mens,Footwear,5,381,200.02,2105.025,TeleShop
82518041904,271214,12/10/2013,Mens,Footwear,1,282,29.61,311.61,Flagship store
98991147610,270895,12/10/2013,Mens,Footwear,5,1224,642.6,6762.6,e-Shop
43335815119,271099,11/10/2013,Mens,Footwear,4,523,219.66,2311.66,MBR
80307980167,267395,11/10/2013,Mens,Footwear,3,416,131.04,1379.04,MBR
51371824115,267913,10/10/2013,Mens,Footwear,5,632,331.8,3491.8,Flagship store
91288152168,275159,10/10/2013,Mens,Footwear,-2,-782,164.22,-1728.22,MBR
68677209951,273787,10/10/2013,Mens,Footwear,3,919,289.48,3046.485,e-Shop
20694290483,272515,9/10/2013,Mens,Footwear,5,342,179.55,1889.55,e-Shop
4075159127,271040,9/10/2013,Mens,Footwear,-5,-733,384.82,-4049.825,Flagship store
23390870026,273181,9/10/2013,Mens,Footwear,4,1183,496.86,5228.86,Flagship store
45647042529,274579,9/10/2013,Mens,Footwear,2,1052,220.92,2324.92,TeleShop
96026002035,274222,9/10/2013,Mens,Footwear,4,991,416.22,4380.22,e-Shop
47348938080,267364,8/10/2013,Mens,Footwear,3,1322,416.43,4382.43,e-Shop
91288152168,275159,8/10/2013,Mens,Footwear,2,782,164.22,1728.22,MBR
78650368874,273398,8/10/2013,Mens,Footwear,5,1217,638.92,6723.925,TeleShop
43864280836,274227,7/10/2013,Mens,Footwear,4,942,395.64,4163.64,e-Shop
57596500723,272415,7/10/2013,Mens,Footwear,5,747,392.17,4127.175,e-Shop
12853679962,270690,7/10/2013,Mens,Footwear,4,744,312.48,3288.48,Flagship store
46069491135,273641,6/10/2013,Mens,Footwear,5,1097,575.92,6060.925,MBR
12430732380,269766,5/10/2013,Mens,Footwear,4,755,317.1,3337.1,e-Shop
44716521756,267550,5/10/2013,Mens,Footwear,4,595,249.9,2629.9,MBR
7561425554,268269,5/10/2013,Mens,Footwear,3,133,41.895,440.895,MBR
55769891198,273652,5/10/2013,Mens,Footwear,5,491,257.77,2712.775,e-Shop
77695448887,267442,5/10/2013,Mens,Footwear,-5,-286,150.15,-1580.15,MBR
28057661722,269550,4/10/2013,Mens,Footwear,4,113,47.46,499.46,Flagship store
55781954220,272346,4/10/2013,Mens,Footwear,5,793,416.32,4381.325,e-Shop
77695448887,267442,4/10/2013,Mens,Footwear,5,286,150.15,1580.15,MBR
23031315852,271213,3/10/2013,Mens,Footwear,4,410,172.2,1812.2,e-Shop
36845370231,274234,2/10/2013,Mens,Footwear,3,231,72.765,765.765,e-Shop
16919509871,274456,2/10/2013,Mens,Footwear,3,633,199.39,2098.395,e-Shop
26419259549,273968,2/10/2013,Mens,Footwear,-3,-825,259.87,-2734.875,MBR
81925916982,275194,2/10/2013,Mens,Footwear,2,464,97.44,1025.44,e-Shop
66288752252,274862,2/10/2013,Mens,Footwear,-5,-1185,622.12,-6547.125,Flagship store
83513671488,270828,2/10/2013,Mens,Footwear,-3,-510,160.65,-1690.65,TeleShop
4075159127,271040,1/10/2013,Mens,Footwear,5,733,384.82,4049.825,Flagship store
72708301422,273440,1/10/2013,Mens,Footwear,3,953,300.19,3159.195,TeleShop
71923810752,273233,1/10/2013,Mens,Footwear,5,293,153.82,1618.825,e-Shop
63472415208,269717,1/10/2013,Mens,Footwear,1,842,88.41,930.41,TeleShop
56999913276,273150,12/9/2013,Mens,Footwear,2,1426,299.46,3151.46,Flagship store
4569568692,272410,12/9/2013,Mens,Footwear,3,294,92.61,974.61,TeleShop
79508049832,268534,12/9/2013,Mens,Footwear,5,74,38.85,408.85,e-Shop
58962237834,268792,11/9/2013,Mens,Footwear,1,1321,138.7,1459.705,e-Shop
13042010584,273882,11/9/2013,Mens,Footwear,5,1159,608.47,6403.475,e-Shop
15594473790,271096,11/9/2013,Mens,Footwear,2,1114,233.94,2461.94,e-Shop
90647756252,275043,9/9/2013,Mens,Footwear,5,1489,781.72,8226.725,TeleShop
81087810522,273938,9/9/2013,Mens,Footwear,5,377,197.92,2082.925,MBR
67713965405,272928,9/9/2013,Mens,Footwear,4,1244,522.48,5498.48,e-Shop
50537536990,267359,8/9/2013,Mens,Footwear,5,1192,625.8,6585.8,e-Shop
88477949634,269370,7/9/2013,Mens,Footwear,2,630,132.3,1392.3,Flagship store
51475345399,271811,6/9/2013,Mens,Footwear,-4,-1119,469.98,-4945.98,TeleShop
81265505240,271702,6/9/2013,Mens,Footwear,2,1090,228.9,2408.9,MBR
49854839884,270393,5/9/2013,Mens,Footwear,5,549,288.22,3033.225,MBR
82692616198,272533,5/9/2013,Mens,Footwear,5,805,422.62,4447.625,MBR
30205894912,272943,4/9/2013,Mens,Footwear,4,275,115.5,1215.5,TeleShop
77183365176,272352,4/9/2013,Mens,Footwear,1,396,41.58,437.58,MBR
57324835125,270894,3/9/2013,Mens,Footwear,4,593,249.06,2621.06,e-Shop
13393527567,267664,3/9/2013,Mens,Footwear,3,407,128.2,1349.205,Flagship store
80396636247,271368,3/9/2013,Mens,Footwear,-3,-498,156.87,-1650.87,e-Shop
83740688893,272354,3/9/2013,Mens,Footwear,4,1162,488.04,5136.04,e-Shop
52115643292,273831,1/9/2013,Mens,Footwear,-3,-1244,391.86,-4123.86,Flagship store
39860198642,270710,12/8/2013,Mens,Footwear,5,1488,781.2,8221.2,e-Shop
7808908333,272640,12/8/2013,Mens,Footwear,4,437,183.54,1931.54,MBR
70351705487,270313,12/8/2013,Mens,Footwear,5,1400,735,7735,TeleShop
92091931259,268200,12/8/2013,Mens,Footwear,2,1134,238.14,2506.14,Flagship store
88316484015,266816,12/8/2013,Mens,Footwear,-1,-74,7.77,-81.77,e-Shop
74440785354,270331,12/8/2013,Mens,Footwear,3,936,294.84,3102.84,e-Shop
8408236794,271418,11/8/2013,Mens,Footwear,1,242,25.41,267.41,e-Shop
88490185152,268245,11/8/2013,Mens,Footwear,3,168,52.92,556.92,Flagship store
84764825513,267867,10/8/2013,Mens,Footwear,2,93,19.53,205.53,e-Shop
98751308215,268936,10/8/2013,Mens,Footwear,1,924,97.02,1021.02,TeleShop
62720064391,268915,9/8/2013,Mens,Footwear,2,1374,288.54,3036.54,TeleShop
84628682819,275252,9/8/2013,Mens,Footwear,-2,-1281,269.01,-2831.01,TeleShop
88316484015,266816,9/8/2013,Mens,Footwear,1,74,7.77,81.77,e-Shop
36820283137,272275,8/8/2013,Mens,Footwear,1,166,17.43,183.43,MBR
5192109535,267793,8/8/2013,Mens,Footwear,5,861,452.02,4757.025,Flagship store
7474707098,271328,8/8/2013,Mens,Footwear,3,520,163.8,1723.8,e-Shop
54303288922,268684,8/8/2013,Mens,Footwear,5,449,235.72,2480.725,MBR
7248211182,270714,8/8/2013,Mens,Footwear,5,132,69.3,729.3,e-Shop
15024081955,272399,8/8/2013,Mens,Footwear,1,1155,121.27,1276.275,e-Shop
94912888369,273917,8/8/2013,Mens,Footwear,5,760,399,4199,e-Shop
5330412018,267538,7/8/2013,Mens,Footwear,2,1299,272.79,2870.79,Flagship store
42648099542,270856,7/8/2013,Mens,Footwear,1,239,25.095,264.095,TeleShop
61969421224,268140,7/8/2013,Mens,Footwear,2,1161,243.81,2565.81,e-Shop
84628682819,275252,7/8/2013,Mens,Footwear,2,1281,269.01,2831.01,TeleShop
86897030825,268350,7/8/2013,Mens,Footwear,5,976,512.4,5392.4,Flagship store
75791208787,274568,7/8/2013,Mens,Footwear,5,297,155.92,1640.925,Flagship store
8053353958,270347,6/8/2013,Mens,Footwear,3,787,247.9,2608.905,e-Shop
23472845441,267757,6/8/2013,Mens,Footwear,4,344,144.48,1520.48,MBR
814093473,275129,6/8/2013,Mens,Footwear,1,1363,143.11,1506.115,e-Shop
98085834081,271104,6/8/2013,Mens,Footwear,2,1113,233.73,2459.73,e-Shop
92679635505,273207,6/8/2013,Mens,Footwear,1,1263,132.61,1395.615,e-Shop
91036532193,273085,6/8/2013,Mens,Footwear,-3,-1093,344.29,-3623.295,e-Shop
16834469467,273127,5/8/2013,Mens,Footwear,1,529,55.545,584.545,Flagship store
87170334186,270754,5/8/2013,Mens,Footwear,3,1094,344.61,3626.61,e-Shop
4247973499,271584,4/8/2013,Mens,Footwear,4,956,401.52,4225.52,e-Shop
49208752578,274702,4/8/2013,Mens,Footwear,3,404,127.26,1339.26,MBR
40282787155,271748,4/8/2013,Mens,Footwear,4,1415,594.3,6254.3,Flagship store
79801231942,274199,3/8/2013,Mens,Footwear,4,530,222.6,2342.6,MBR
73326686201,268478,3/8/2013,Mens,Footwear,4,809,339.78,3575.78,TeleShop
2407621021,269253,2/8/2013,Mens,Footwear,-1,-1253,131.56,-1384.565,e-Shop
7718093424,273220,2/8/2013,Mens,Footwear,-4,-1353,568.26,-5980.26,Flagship store
51361168663,274208,2/8/2013,Mens,Footwear,2,1192,250.32,2634.32,TeleShop
91947473032,269474,2/8/2013,Mens,Footwear,2,627,131.67,1385.67,e-Shop
60790882735,275192,1/8/2013,Mens,Footwear,5,272,142.8,1502.8,MBR
57578571834,269020,1/8/2013,Mens,Footwear,4,846,355.32,3739.32,e-Shop
73487605002,271730,1/8/2013,Mens,Footwear,2,1356,284.76,2996.76,MBR
18728746522,271699,11/7/2013,Mens,Footwear,3,426,134.19,1412.19,e-Shop
55544676029,273171,11/7/2013,Mens,Footwear,1,743,78.015,821.015,MBR
74284409728,269564,11/7/2013,Mens,Footwear,3,590,185.85,1955.85,TeleShop
65552094330,273258,11/7/2013,Mens,Footwear,4,575,241.5,2541.5,TeleShop
25728629548,272722,10/7/2013,Mens,Footwear,4,118,49.56,521.56,MBR
10470957779,268533,10/7/2013,Mens,Footwear,5,207,108.67,1143.675,e-Shop
42430192599,271876,10/7/2013,Mens,Footwear,1,1440,151.2,1591.2,TeleShop
18483688061,272197,10/7/2013,Mens,Footwear,2,148,31.08,327.08,MBR
16892312413,271331,10/7/2013,Mens,Footwear,4,487,204.54,2152.54,MBR
8807680542,269964,10/7/2013,Mens,Footwear,1,109,11.445,120.445,Flagship store
94446095618,273234,10/7/2013,Mens,Footwear,4,153,64.26,676.26,e-Shop
85419491813,269019,10/7/2013,Mens,Footwear,2,81,17.01,179.01,e-Shop
15313508783,269043,9/7/2013,Mens,Footwear,4,475,199.5,2099.5,e-Shop
75235169680,268593,8/7/2013,Mens,Footwear,4,918,385.56,4057.56,MBR
15522198478,266895,7/7/2013,Mens,Footwear,3,977,307.75,3238.755,Flagship store
15965018383,269664,7/7/2013,Mens,Footwear,1,358,37.59,395.59,e-Shop
70246197611,268056,7/7/2013,Mens,Footwear,4,958,402.36,4234.36,MBR
93021500220,274073,7/7/2013,Mens,Footwear,5,795,417.37,4392.375,e-Shop
53348486892,271982,6/7/2013,Mens,Footwear,2,403,84.63,890.63,TeleShop
28900552974,271406,5/7/2013,Mens,Footwear,1,154,16.17,170.17,e-Shop
93511734475,271264,5/7/2013,Mens,Footwear,4,519,217.98,2293.98,TeleShop
8314882166,273120,4/7/2013,Mens,Footwear,2,890,186.9,1966.9,MBR
24354118139,271891,4/7/2013,Mens,Footwear,1,1164,122.22,1286.22,e-Shop
897087318,267793,4/7/2013,Mens,Footwear,4,919,385.98,4061.98,Flagship store
26284828686,267329,3/7/2013,Mens,Footwear,4,570,239.4,2519.4,TeleShop
78002920474,274293,3/7/2013,Mens,Footwear,1,1478,155.19,1633.19,TeleShop
31598936063,270186,2/7/2013,Mens,Footwear,5,1112,583.8,6143.8,Flagship store
9450688455,272233,2/7/2013,Mens,Footwear,1,1266,132.93,1398.93,Flagship store
25794118860,274795,2/7/2013,Mens,Footwear,-1,-1315,138.07,-1453.075,MBR
54898245799,274296,1/7/2013,Mens,Footwear,5,92,48.3,508.3,MBR
9611958302,267067,1/7/2013,Mens,Footwear,2,534,112.14,1180.14,Flagship store
1869374226,268895,1/7/2013,Mens,Footwear,1,270,28.35,298.35,Flagship store
63346710852,267998,1/7/2013,Mens,Footwear,1,820,86.1,906.1,TeleShop
64909358045,271317,12/6/2013,Mens,Footwear,1,1200,126,1326,TeleShop
14279305407,274180,11/6/2013,Mens,Footwear,5,241,126.52,1331.525,TeleShop
810811030,274523,11/6/2013,Mens,Footwear,5,731,383.77,4038.775,MBR
9046220400,270647,11/6/2013,Mens,Footwear,2,754,158.34,1666.34,MBR
85011207277,268698,11/6/2013,Mens,Footwear,-4,-570,239.4,-2519.4,e-Shop
94987094592,266957,11/6/2013,Mens,Footwear,1,165,17.325,182.325,e-Shop
60513699515,270264,10/6/2013,Mens,Footwear,-1,-329,34.545,-363.545,Flagship store
23434225845,269637,10/6/2013,Mens,Footwear,1,257,26.985,283.985,e-Shop
91942870070,270726,10/6/2013,Mens,Footwear,4,368,154.56,1626.56,Flagship store
8427157720,273999,9/6/2013,Mens,Footwear,3,1111,349.96,3682.965,e-Shop
25692238855,269580,9/6/2013,Mens,Footwear,4,991,416.22,4380.22,Flagship store
37315761785,272148,9/6/2013,Mens,Footwear,1,793,83.265,876.265,MBR
85011207277,268698,9/6/2013,Mens,Footwear,4,570,239.4,2519.4,e-Shop
99594518859,269847,9/6/2013,Mens,Footwear,3,863,271.84,2860.845,e-Shop
47923326093,275141,8/6/2013,Mens,Footwear,3,1490,469.35,4939.35,e-Shop
98480130394,268319,8/6/2013,Mens,Footwear,1,1496,157.08,1653.08,MBR
39765946250,274492,7/6/2013,Mens,Footwear,4,1260,529.2,5569.2,TeleShop
57321652699,269183,7/6/2013,Mens,Footwear,3,118,37.17,391.17,MBR
5666020795,266920,7/6/2013,Mens,Footwear,5,903,474.07,4989.075,Flagship store
58245918182,274542,7/6/2013,Mens,Footwear,5,1342,704.55,7414.55,TeleShop
98052918773,272597,7/6/2013,Mens,Footwear,1,1491,156.55,1647.555,e-Shop
74412873830,268609,7/6/2013,Mens,Footwear,4,633,265.86,2797.86,TeleShop
46884584807,269005,6/6/2013,Mens,Footwear,3,315,99.225,1044.225,MBR
4476012556,274180,6/6/2013,Mens,Footwear,5,635,333.37,3508.375,e-Shop
95538077895,270535,6/6/2013,Mens,Footwear,1,103,10.815,113.815,MBR
83931339613,269591,6/6/2013,Mens,Footwear,2,106,22.26,234.26,e-Shop
47439874147,268442,5/6/2013,Mens,Footwear,5,782,410.55,4320.55,TeleShop
97633554259,270004,5/6/2013,Mens,Footwear,2,185,38.85,408.85,Flagship store
99702077888,270955,5/6/2013,Mens,Footwear,5,1278,670.95,7060.95,TeleShop
60513699515,270264,4/6/2013,Mens,Footwear,1,329,34.545,363.545,Flagship store
99555193177,271041,4/6/2013,Mens,Footwear,5,739,387.97,4082.975,TeleShop
28432482060,272704,3/6/2013,Mens,Footwear,5,1339,702.97,7397.975,e-Shop
20642142185,275039,3/6/2013,Mens,Footwear,1,1168,122.64,1290.64,e-Shop
47187967197,271168,3/6/2013,Mens,Footwear,1,240,25.2,265.2,e-Shop
55673692470,271918,3/6/2013,Mens,Footwear,1,594,62.37,656.37,e-Shop
6091555990,271668,3/6/2013,Mens,Footwear,4,536,225.12,2369.12,e-Shop
18820893895,270477,3/6/2013,Mens,Footwear,-5,-1199,629.47,-6624.475,TeleShop
77977648583,269150,3/6/2013,Mens,Footwear,-5,-529,277.72,-2922.725,e-Shop
84575715517,272187,3/6/2013,Mens,Footwear,3,626,197.19,2075.19,e-Shop
15049029670,267606,2/6/2013,Mens,Footwear,5,343,180.07,1895.075,e-Shop
57209972560,273225,1/6/2013,Mens,Footwear,1,467,49.035,516.035,e-Shop
40463670912,268744,1/6/2013,Mens,Footwear,5,671,352.27,3707.275,MBR
77977648583,269150,1/6/2013,Mens,Footwear,5,529,277.72,2922.725,e-Shop
24153046446,274148,12/5/2013,Mens,Footwear,3,1054,332.01,3494.01,TeleShop
672390318,274073,12/5/2013,Mens,Footwear,2,1242,260.82,2744.82,e-Shop
83163564639,274525,12/5/2013,Mens,Footwear,3,1498,471.87,4965.87,e-Shop
788829382,270571,11/5/2013,Mens,Footwear,-5,-921,483.52,-5088.525,Flagship store
56529309181,266931,11/5/2013,Mens,Footwear,2,1072,225.12,2369.12,e-Shop
64863103574,268333,11/5/2013,Mens,Footwear,5,1160,609,6409,MBR
84115456866,270008,10/5/2013,Mens,Footwear,3,443,139.54,1468.545,TeleShop
21712606591,273805,9/5/2013,Mens,Footwear,2,406,85.26,897.26,TeleShop
87161935974,273939,9/5/2013,Mens,Footwear,1,1383,145.21,1528.215,TeleShop
94745204793,268930,9/5/2013,Mens,Footwear,5,698,366.45,3856.45,TeleShop
92685269861,268332,9/5/2013,Mens,Footwear,1,327,34.335,361.335,Flagship store
30825532825,268000,8/5/2013,Mens,Footwear,4,195,81.9,861.9,MBR
13131680350,270226,8/5/2013,Mens,Footwear,2,899,188.79,1986.79,MBR
2179949949,267231,8/5/2013,Mens,Footwear,3,1135,357.52,3762.525,Flagship store
93246125533,272208,8/5/2013,Mens,Footwear,-2,-1282,269.22,-2833.22,TeleShop
46236624598,270320,7/5/2013,Mens,Footwear,-5,-317,166.42,-1751.425,e-Shop
12107222918,269997,7/5/2013,Mens,Footwear,5,648,340.2,3580.2,TeleShop
25633811186,268688,7/5/2013,Mens,Footwear,4,123,51.66,543.66,TeleShop
88581928570,275250,7/5/2013,Mens,Footwear,4,280,117.6,1237.6,e-Shop
47994534100,273043,6/5/2013,Mens,Footwear,4,231,97.02,1021.02,TeleShop
64633435931,268408,6/5/2013,Mens,Footwear,3,312,98.28,1034.28,Flagship store
16836031367,271049,5/5/2013,Mens,Footwear,1,867,91.035,958.035,e-Shop
66210242832,273481,5/5/2013,Mens,Footwear,3,924,291.06,3063.06,Flagship store
60490240953,271198,4/5/2013,Mens,Footwear,-4,-314,131.88,-1387.88,TeleShop
12133504190,269526,4/5/2013,Mens,Footwear,1,474,49.77,523.77,TeleShop
24807706281,275226,4/5/2013,Mens,Footwear,5,116,60.9,640.9,MBR
788829382,270571,4/5/2013,Mens,Footwear,5,921,483.52,5088.525,Flagship store
91039350197,268187,4/5/2013,Mens,Footwear,2,620,130.2,1370.2,TeleShop
37400200595,274181,3/5/2013,Mens,Footwear,4,838,351.96,3703.96,Flagship store
45579298521,273131,2/5/2013,Mens,Footwear,1,453,47.565,500.565,e-Shop
46236624598,270320,2/5/2013,Mens,Footwear,5,317,166.42,1751.425,e-Shop
98609613155,274455,2/5/2013,Mens,Footwear,2,1051,220.71,2322.71,MBR
49085108504,274731,1/5/2013,Mens,Footwear,5,324,170.1,1790.1,TeleShop
10218369694,271806,1/5/2013,Mens,Footwear,5,119,62.475,657.475,Flagship store
19363326722,271375,11/4/2013,Mens,Footwear,5,504,264.6,2784.6,Flagship store
89428077601,268138,11/4/2013,Mens,Footwear,2,1122,235.62,2479.62,e-Shop
39966082928,268062,10/4/2013,Mens,Footwear,2,86,18.06,190.06,e-Shop
65440262714,268240,10/4/2013,Mens,Footwear,3,385,121.27,1276.275,MBR
58497395660,272414,9/4/2013,Mens,Footwear,1,1013,106.36,1119.365,e-Shop
29322775688,270772,9/4/2013,Mens,Footwear,3,989,311.53,3278.535,TeleShop
17351525512,270601,9/4/2013,Mens,Footwear,3,158,49.77,523.77,e-Shop
73298877509,269798,9/4/2013,Mens,Footwear,1,1042,109.41,1151.41,e-Shop
92562432977,269573,9/4/2013,Mens,Footwear,4,685,287.7,3027.7,e-Shop
97064341978,269526,9/4/2013,Mens,Footwear,2,1096,230.16,2422.16,Flagship store
78649996727,270131,9/4/2013,Mens,Footwear,4,914,383.88,4039.88,Flagship store
61200677459,273861,8/4/2013,Mens,Footwear,3,494,155.61,1637.61,TeleShop
12183729984,271995,8/4/2013,Mens,Footwear,2,1475,309.75,3259.75,e-Shop
34795062378,273708,8/4/2013,Mens,Footwear,-4,-162,68.04,-716.04,e-Shop
4796172999,273647,8/4/2013,Mens,Footwear,-4,-1219,511.98,-5387.98,Flagship store
4796172999,273647,7/4/2013,Mens,Footwear,4,1219,511.98,5387.98,Flagship store
53163897551,269006,7/4/2013,Mens,Footwear,5,683,358.57,3773.575,Flagship store
49396815632,269617,7/4/2013,Mens,Footwear,1,73,7.665,80.665,TeleShop
34795062378,273708,7/4/2013,Mens,Footwear,4,162,68.04,716.04,e-Shop
1315583323,268033,7/4/2013,Mens,Footwear,5,594,311.85,3281.85,TeleShop
18666557088,269010,7/4/2013,Mens,Footwear,-5,-1477,775.42,-8160.425,e-Shop
21095805843,273555,6/4/2013,Mens,Footwear,4,526,220.92,2324.92,TeleShop
80421157468,271808,6/4/2013,Mens,Footwear,1,214,22.47,236.47,TeleShop
73822234340,269104,5/4/2013,Mens,Footwear,-4,-1146,481.32,-5065.32,Flagship store
18666557088,269010,4/4/2013,Mens,Footwear,5,1477,775.42,8160.425,e-Shop
43072887003,275154,4/4/2013,Mens,Footwear,3,461,145.21,1528.215,e-Shop
24936674781,274594,4/4/2013,Mens,Footwear,5,93,48.825,513.825,MBR
14854013171,272919,4/4/2013,Mens,Footwear,2,1102,231.42,2435.42,Flagship store
61500454635,268672,2/4/2013,Mens,Footwear,-3,-660,207.9,-2187.9,TeleShop
18248249548,272618,2/4/2013,Mens,Footwear,1,114,11.97,125.97,TeleShop
72571970518,273218,2/4/2013,Mens,Footwear,5,194,101.85,1071.85,e-Shop
73822234340,269104,2/4/2013,Mens,Footwear,4,1146,481.32,5065.32,Flagship store
30636748075,268538,1/4/2013,Mens,Footwear,1,595,62.475,657.475,MBR
6690078492,268292,1/4/2013,Mens,Footwear,-2,-187,39.27,-413.27,Flagship store
65383153391,268399,1/4/2013,Mens,Footwear,4,1318,553.56,5825.56,e-Shop
29419257452,268029,12/3/2013,Mens,Footwear,2,1182,248.22,2612.22,e-Shop
99058278709,272113,12/3/2013,Mens,Footwear,4,999,419.58,4415.58,MBR
44208859835,268779,11/3/2013,Mens,Footwear,1,636,66.78,702.78,TeleShop
29504153374,274194,11/3/2013,Mens,Footwear,5,772,405.3,4265.3,e-Shop
33400653069,268368,10/3/2013,Mens,Footwear,4,1103,463.26,4875.26,e-Shop
78469061050,274814,10/3/2013,Mens,Footwear,5,388,203.7,2143.7,e-Shop
11744618530,269799,9/3/2013,Mens,Footwear,-4,-1229,516.18,-5432.18,MBR
9428096647,273982,9/3/2013,Mens,Footwear,5,80,42,442,MBR
61365877477,268700,9/3/2013,Mens,Footwear,3,874,275.31,2897.31,Flagship store
39622064135,267486,9/3/2013,Mens,Footwear,4,888,372.96,3924.96,e-Shop
91672604292,272855,9/3/2013,Mens,Footwear,5,812,426.3,4486.3,TeleShop
85950730613,274194,9/3/2013,Mens,Footwear,4,1082,454.44,4782.44,Flagship store
76569099269,271576,8/3/2013,Mens,Footwear,2,1222,256.62,2700.62,MBR
65040417630,270963,8/3/2013,Mens,Footwear,3,495,155.92,1640.925,e-Shop
44808224955,273264,7/3/2013,Mens,Footwear,5,900,472.5,4972.5,e-Shop
51491780182,269360,6/3/2013,Mens,Footwear,3,570,179.55,1889.55,Flagship store
39273666141,271042,4/3/2013,Mens,Footwear,-1,-795,83.475,-878.475,TeleShop
8223825031,271398,3/3/2013,Mens,Footwear,2,494,103.74,1091.74,Flagship store
88715660418,268880,3/3/2013,Mens,Footwear,5,936,491.4,5171.4,e-Shop
90699507330,274587,2/3/2013,Mens,Footwear,5,632,331.8,3491.8,Flagship store
56359950168,272721,1/3/2013,Mens,Footwear,1,258,27.09,285.09,e-Shop
15767151550,269302,1/3/2013,Mens,Footwear,3,1037,326.65,3437.655,e-Shop
55626274366,271608,1/3/2013,Mens,Footwear,2,83,17.43,183.43,e-Shop
2440778519,273162,12/2/2013,Mens,Footwear,1,877,92.085,969.085,e-Shop
89000309020,266788,12/2/2013,Mens,Footwear,1,1188,124.74,1312.74,e-Shop
66726705103,268470,12/2/2013,Mens,Footwear,3,468,147.42,1551.42,Flagship store
9377635464,270857,11/2/2013,Mens,Footwear,4,784,329.28,3465.28,e-Shop
71252805645,273833,11/2/2013,Mens,Footwear,4,659,276.78,2912.78,MBR
61683134087,272803,10/2/2013,Mens,Footwear,2,966,202.86,2134.86,e-Shop
6777856028,266891,10/2/2013,Mens,Footwear,5,576,302.4,3182.4,MBR
70207585262,270558,9/2/2013,Mens,Footwear,4,1182,496.44,5224.44,e-Shop
36565482040,270319,8/2/2013,Mens,Footwear,4,792,332.64,3500.64,TeleShop
46999479127,268326,8/2/2013,Mens,Footwear,5,695,364.87,3839.875,TeleShop
